GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,U2TE001,NAME_M,U2TM001
"G01066","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01066",,,,,,,"86000US01066",,"ZCTA5 01066",.,"ZCTA5 01066",.
"G01068","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01068",,,,,,,"86000US01068",,"ZCTA5 01068",1431,"ZCTA5 01068",119
"G01069","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01069",,,,,,,"86000US01069",,"ZCTA5 01069",897,"ZCTA5 01069",160
"G01070","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01070",,,,,,,"86000US01070",,"ZCTA5 01070",1133,"ZCTA5 01070",98
"G01071","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01071",,,,,,,"86000US01071",,"ZCTA5 01071",1208,"ZCTA5 01071",174
"G01072","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01072",,,,,,,"86000US01072",,"ZCTA5 01072",1308,"ZCTA5 01072",98
"G01073","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01073",,,,,,,"86000US01073",,"ZCTA5 01073",1428,"ZCTA5 01073",191
"G01074","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01074",,,,,,,"86000US01074",,"ZCTA5 01074",.,"ZCTA5 01074",.
"G01075","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01075",,,,,,,"86000US01075",,"ZCTA5 01075",1141,"ZCTA5 01075",63
"G01077","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01077",,,,,,,"86000US01077",,"ZCTA5 01077",1249,"ZCTA5 01077",116
"G01079","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01079",,,,,,,"86000US01079",,"ZCTA5 01079",936,"ZCTA5 01079",57
"G01080","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01080",,,,,,,"86000US01080",,"ZCTA5 01080",900,"ZCTA5 01080",190
"G01081","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01081",,,,,,,"86000US01081",,"ZCTA5 01081",985,"ZCTA5 01081",135
"G01082","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01082",,,,,,,"86000US01082",,"ZCTA5 01082",1013,"ZCTA5 01082",108
"G01083","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01083",,,,,,,"86000US01083",,"ZCTA5 01083",1035,"ZCTA5 01083",166
"G01084","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01084",,,,,,,"86000US01084",,"ZCTA5 01084",1350,"ZCTA5 01084",371
"G01085","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01085",,,,,,,"86000US01085",,"ZCTA5 01085",1010,"ZCTA5 01085",52
"G01086","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01086",,,,,,,"86000US01086",,"ZCTA5 01086",.,"ZCTA5 01086",.
"G01088","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01088",,,,,,,"86000US01088",,"ZCTA5 01088",623,"ZCTA5 01088",220
"G01089","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01089",,,,,,,"86000US01089",,"ZCTA5 01089",917,"ZCTA5 01089",31
"G01092","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01092",,,,,,,"86000US01092",,"ZCTA5 01092",1182,"ZCTA5 01092",360
"G01093","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01093",,,,,,,"86000US01093",,"ZCTA5 01093",1386,"ZCTA5 01093",438
"G01094","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01094",,,,,,,"86000US01094",,"ZCTA5 01094",446,"ZCTA5 01094",377
"G01095","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01095",,,,,,,"86000US01095",,"ZCTA5 01095",1461,"ZCTA5 01095",146
"G01096","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01096",,,,,,,"86000US01096",,"ZCTA5 01096",1199,"ZCTA5 01096",84
"G01097","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01097",,,,,,,"86000US01097",,"ZCTA5 01097",886,"ZCTA5 01097",742
"G01098","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01098",,,,,,,"86000US01098",,"ZCTA5 01098",1140,"ZCTA5 01098",82
"G01103","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01103",,,,,,,"86000US01103",,"ZCTA5 01103",739,"ZCTA5 01103",50
"G01104","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01104",,,,,,,"86000US01104",,"ZCTA5 01104",871,"ZCTA5 01104",55
"G01105","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01105",,,,,,,"86000US01105",,"ZCTA5 01105",700,"ZCTA5 01105",36
"G01106","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01106",,,,,,,"86000US01106",,"ZCTA5 01106",1815,"ZCTA5 01106",146
"G01107","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01107",,,,,,,"86000US01107",,"ZCTA5 01107",732,"ZCTA5 01107",64
"G01108","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01108",,,,,,,"86000US01108",,"ZCTA5 01108",1025,"ZCTA5 01108",44
"G01109","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01109",,,,,,,"86000US01109",,"ZCTA5 01109",951,"ZCTA5 01109",31
"G01118","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01118",,,,,,,"86000US01118",,"ZCTA5 01118",1102,"ZCTA5 01118",79
"G01119","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01119",,,,,,,"86000US01119",,"ZCTA5 01119",1082,"ZCTA5 01119",62
"G01128","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01128",,,,,,,"86000US01128",,"ZCTA5 01128",1410,"ZCTA5 01128",230
"G01129","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01129",,,,,,,"86000US01129",,"ZCTA5 01129",1197,"ZCTA5 01129",79
"G01151","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01151",,,,,,,"86000US01151",,"ZCTA5 01151",865,"ZCTA5 01151",54
"G01199","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01199",,,,,,,"86000US01199",,"ZCTA5 01199",.,"ZCTA5 01199",.
"G01201","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01201",,,,,,,"86000US01201",,"ZCTA5 01201",878,"ZCTA5 01201",21
"G01220","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01220",,,,,,,"86000US01220",,"ZCTA5 01220",781,"ZCTA5 01220",36
"G01222","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01222",,,,,,,"86000US01222",,"ZCTA5 01222",928,"ZCTA5 01222",818
"G01223","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01223",,,,,,,"86000US01223",,"ZCTA5 01223",1141,"ZCTA5 01223",95
"G01224","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01224",,,,,,,"86000US01224",,"ZCTA5 01224",1094,"ZCTA5 01224",309
"G01225","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01225",,,,,,,"86000US01225",,"ZCTA5 01225",872,"ZCTA5 01225",77
"G01226","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01226",,,,,,,"86000US01226",,"ZCTA5 01226",1040,"ZCTA5 01226",122
"G01229","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01229",,,,,,,"86000US01229",,"ZCTA5 01229",1594,"ZCTA5 01229",1745
"G01230","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01230",,,,,,,"86000US01230",,"ZCTA5 01230",965,"ZCTA5 01230",71
"G01235","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01235",,,,,,,"86000US01235",,"ZCTA5 01235",1135,"ZCTA5 01235",113
"G01236","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01236",,,,,,,"86000US01236",,"ZCTA5 01236",1120,"ZCTA5 01236",193
"G01237","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01237",,,,,,,"86000US01237",,"ZCTA5 01237",998,"ZCTA5 01237",257
"G01238","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01238",,,,,,,"86000US01238",,"ZCTA5 01238",937,"ZCTA5 01238",103
"G01240","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01240",,,,,,,"86000US01240",,"ZCTA5 01240",1039,"ZCTA5 01240",89
"G01242","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01242",,,,,,,"86000US01242",,"ZCTA5 01242",1129,"ZCTA5 01242",229
"G01243","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01243",,,,,,,"86000US01243",,"ZCTA5 01243",1276,"ZCTA5 01243",234
"G01244","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01244",,,,,,,"86000US01244",,"ZCTA5 01244",1163,"ZCTA5 01244",858
"G01245","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01245",,,,,,,"86000US01245",,"ZCTA5 01245",986,"ZCTA5 01245",303
"G01247","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01247",,,,,,,"86000US01247",,"ZCTA5 01247",764,"ZCTA5 01247",41
"G01253","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01253",,,,,,,"86000US01253",,"ZCTA5 01253",963,"ZCTA5 01253",258
"G01254","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01254",,,,,,,"86000US01254",,"ZCTA5 01254",1237,"ZCTA5 01254",215
"G01255","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01255",,,,,,,"86000US01255",,"ZCTA5 01255",1030,"ZCTA5 01255",99
"G01256","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01256",,,,,,,"86000US01256",,"ZCTA5 01256",968,"ZCTA5 01256",94
"G01257","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01257",,,,,,,"86000US01257",,"ZCTA5 01257",1188,"ZCTA5 01257",223
"G01258","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01258",,,,,,,"86000US01258",,"ZCTA5 01258",1036,"ZCTA5 01258",332
"G01259","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01259",,,,,,,"86000US01259",,"ZCTA5 01259",1229,"ZCTA5 01259",226
"G01260","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01260",,,,,,,"86000US01260",,"ZCTA5 01260",1831,"ZCTA5 01260",707
"G01262","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01262",,,,,,,"86000US01262",,"ZCTA5 01262",1103,"ZCTA5 01262",259
"G01264","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01264",,,,,,,"86000US01264",,"ZCTA5 01264",792,"ZCTA5 01264",237
"G01266","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01266",,,,,,,"86000US01266",,"ZCTA5 01266",1055,"ZCTA5 01266",172
"G01267","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01267",,,,,,,"86000US01267",,"ZCTA5 01267",1070,"ZCTA5 01267",96
"G01270","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01270",,,,,,,"86000US01270",,"ZCTA5 01270",1101,"ZCTA5 01270",279
"G01301","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01301",,,,,,,"86000US01301",,"ZCTA5 01301",928,"ZCTA5 01301",36
"G01330","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01330",,,,,,,"86000US01330",,"ZCTA5 01330",1122,"ZCTA5 01330",112
"G01331","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01331",,,,,,,"86000US01331",,"ZCTA5 01331",878,"ZCTA5 01331",58
"G01337","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01337",,,,,,,"86000US01337",,"ZCTA5 01337",1235,"ZCTA5 01337",117
"G01338","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01338",,,,,,,"86000US01338",,"ZCTA5 01338",1063,"ZCTA5 01338",446
"G01339","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01339",,,,,,,"86000US01339",,"ZCTA5 01339",846,"ZCTA5 01339",130
"G01340","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01340",,,,,,,"86000US01340",,"ZCTA5 01340",921,"ZCTA5 01340",86
"G01341","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01341",,,,,,,"86000US01341",,"ZCTA5 01341",1259,"ZCTA5 01341",181
"G01342","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01342",,,,,,,"86000US01342",,"ZCTA5 01342",1116,"ZCTA5 01342",412
"G01343","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01343",,,,,,,"86000US01343",,"ZCTA5 01343",339,"ZCTA5 01343",149
"G01344","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01344",,,,,,,"86000US01344",,"ZCTA5 01344",1139,"ZCTA5 01344",87
"G01346","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01346",,,,,,,"86000US01346",,"ZCTA5 01346",1081,"ZCTA5 01346",177
"G01347","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01347",,,,,,,"86000US01347",,"ZCTA5 01347",496,"ZCTA5 01347",447
"G01349","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01349",,,,,,,"86000US01349",,"ZCTA5 01349",964,"ZCTA5 01349",228
"G01350","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01350",,,,,,,"86000US01350",,"ZCTA5 01350",875,"ZCTA5 01350",326
"G01351","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01351",,,,,,,"86000US01351",,"ZCTA5 01351",1213,"ZCTA5 01351",264
"G01354","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01354",,,,,,,"86000US01354",,"ZCTA5 01354",1187,"ZCTA5 01354",92
"G01355","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01355",,,,,,,"86000US01355",,"ZCTA5 01355",1276,"ZCTA5 01355",140
"G01360","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01360",,,,,,,"86000US01360",,"ZCTA5 01360",1018,"ZCTA5 01360",200
"G01364","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01364",,,,,,,"86000US01364",,"ZCTA5 01364",872,"ZCTA5 01364",93
"G01366","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01366",,,,,,,"86000US01366",,"ZCTA5 01366",1086,"ZCTA5 01366",146
"G01367","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01367",,,,,,,"86000US01367",,"ZCTA5 01367",800,"ZCTA5 01367",191
"G01368","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01368",,,,,,,"86000US01368",,"ZCTA5 01368",1023,"ZCTA5 01368",113
"G01370","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01370",,,,,,,"86000US01370",,"ZCTA5 01370",931,"ZCTA5 01370",67
"G01373","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01373",,,,,,,"86000US01373",,"ZCTA5 01373",1204,"ZCTA5 01373",148
"G01375","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01375",,,,,,,"86000US01375",,"ZCTA5 01375",1125,"ZCTA5 01375",66
"G01376","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01376",,,,,,,"86000US01376",,"ZCTA5 01376",908,"ZCTA5 01376",108
"G01378","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01378",,,,,,,"86000US01378",,"ZCTA5 01378",1057,"ZCTA5 01378",100
"G01379","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01379",,,,,,,"86000US01379",,"ZCTA5 01379",875,"ZCTA5 01379",52
"G01420","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01420",,,,,,,"86000US01420",,"ZCTA5 01420",1049,"ZCTA5 01420",48
"G01430","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01430",,,,,,,"86000US01430",,"ZCTA5 01430",1534,"ZCTA5 01430",177
"G01431","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01431",,,,,,,"86000US01431",,"ZCTA5 01431",1559,"ZCTA5 01431",139
"G01432","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01432",,,,,,,"86000US01432",,"ZCTA5 01432",1175,"ZCTA5 01432",115
"G01434","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01434",,,,,,,"86000US01434",,"ZCTA5 01434",2320,"ZCTA5 01434",747
"G01436","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01436",,,,,,,"86000US01436",,"ZCTA5 01436",1172,"ZCTA5 01436",345
"G01438","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01438",,,,,,,"86000US01438",,"ZCTA5 01438",530,"ZCTA5 01438",1436
"G01440","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01440",,,,,,,"86000US01440",,"ZCTA5 01440",897,"ZCTA5 01440",56
"G01450","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01450",,,,,,,"86000US01450",,"ZCTA5 01450",2039,"ZCTA5 01450",187
"G01451","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01451",,,,,,,"86000US01451",,"ZCTA5 01451",2481,"ZCTA5 01451",209
"G01452","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01452",,,,,,,"86000US01452",,"ZCTA5 01452",1577,"ZCTA5 01452",68
"G01453","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01453",,,,,,,"86000US01453",,"ZCTA5 01453",1036,"ZCTA5 01453",44
"G01460","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01460",,,,,,,"86000US01460",,"ZCTA5 01460",1868,"ZCTA5 01460",154
"G01462","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01462",,,,,,,"86000US01462",,"ZCTA5 01462",1595,"ZCTA5 01462",94
"G01463","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01463",,,,,,,"86000US01463",,"ZCTA5 01463",1575,"ZCTA5 01463",122
"G01464","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01464",,,,,,,"86000US01464",,"ZCTA5 01464",1628,"ZCTA5 01464",139
"G01467","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01467",,,,,,,"86000US01467",,"ZCTA5 01467",3167,"ZCTA5 01467",2742
"G01468","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01468",,,,,,,"86000US01468",,"ZCTA5 01468",1271,"ZCTA5 01468",235
"G01469","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01469",,,,,,,"86000US01469",,"ZCTA5 01469",1599,"ZCTA5 01469",116
"G01473","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01473",,,,,,,"86000US01473",,"ZCTA5 01473",1433,"ZCTA5 01473",95
"G01474","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01474",,,,,,,"86000US01474",,"ZCTA5 01474",1781,"ZCTA5 01474",330
"G01475","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01475",,,,,,,"86000US01475",,"ZCTA5 01475",1036,"ZCTA5 01475",124
"G01501","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01501",,,,,,,"86000US01501",,"ZCTA5 01501",1315,"ZCTA5 01501",118
"G01503","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01503",,,,,,,"86000US01503",,"ZCTA5 01503",1704,"ZCTA5 01503",298
"G01504","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01504",,,,,,,"86000US01504",,"ZCTA5 01504",1462,"ZCTA5 01504",151
"G01505","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01505",,,,,,,"86000US01505",,"ZCTA5 01505",1527,"ZCTA5 01505",197
"G01506","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01506",,,,,,,"86000US01506",,"ZCTA5 01506",921,"ZCTA5 01506",93
"G01507","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01507",,,,,,,"86000US01507",,"ZCTA5 01507",1544,"ZCTA5 01507",102
"G01510","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01510",,,,,,,"86000US01510",,"ZCTA5 01510",1145,"ZCTA5 01510",62
"G01515","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01515",,,,,,,"86000US01515",,"ZCTA5 01515",1285,"ZCTA5 01515",253
"G01516","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01516",,,,,,,"86000US01516",,"ZCTA5 01516",1573,"ZCTA5 01516",154
"G01518","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01518",,,,,,,"86000US01518",,"ZCTA5 01518",1370,"ZCTA5 01518",232
"G01519","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01519",,,,,,,"86000US01519",,"ZCTA5 01519",1870,"ZCTA5 01519",127
"G01520","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01520",,,,,,,"86000US01520",,"ZCTA5 01520",1732,"ZCTA5 01520",86
"G01521","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01521",,,,,,,"86000US01521",,"ZCTA5 01521",1178,"ZCTA5 01521",173
"G01522","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01522",,,,,,,"86000US01522",,"ZCTA5 01522",1701,"ZCTA5 01522",232
"G01523","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01523",,,,,,,"86000US01523",,"ZCTA5 01523",1537,"ZCTA5 01523",204
"G01524","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01524",,,,,,,"86000US01524",,"ZCTA5 01524",1258,"ZCTA5 01524",206
"G01525","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01525",,,,,,,"86000US01525",,"ZCTA5 01525",868,"ZCTA5 01525",512
"G01527","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01527",,,,,,,"86000US01527",,"ZCTA5 01527",1253,"ZCTA5 01527",82
"G01529","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01529",,,,,,,"86000US01529",,"ZCTA5 01529",1576,"ZCTA5 01529",128
"G01531","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01531",,,,,,,"86000US01531",,"ZCTA5 01531",1346,"ZCTA5 01531",174
"G01532","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01532",,,,,,,"86000US01532",,"ZCTA5 01532",1807,"ZCTA5 01532",118
"G01534","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01534",,,,,,,"86000US01534",,"ZCTA5 01534",1526,"ZCTA5 01534",210
"G01535","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01535",,,,,,,"86000US01535",,"ZCTA5 01535",1089,"ZCTA5 01535",85
"G01536","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01536",,,,,,,"86000US01536",,"ZCTA5 01536",1627,"ZCTA5 01536",238
"G01537","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01537",,,,,,,"86000US01537",,"ZCTA5 01537",1399,"ZCTA5 01537",339
"G01540","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01540",,,,,,,"86000US01540",,"ZCTA5 01540",1302,"ZCTA5 01540",98
"G01541","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01541",,,,,,,"86000US01541",,"ZCTA5 01541",1881,"ZCTA5 01541",288
"G01542","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01542",,,,,,,"86000US01542",,"ZCTA5 01542",1204,"ZCTA5 01542",385
"G01543","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01543",,,,,,,"86000US01543",,"ZCTA5 01543",1641,"ZCTA5 01543",170
"G01545","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01545",,,,,,,"86000US01545",,"ZCTA5 01545",1505,"ZCTA5 01545",78
"G01550","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01550",,,,,,,"86000US01550",,"ZCTA5 01550",950,"ZCTA5 01550",33
"G01560","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01560",,,,,,,"86000US01560",,"ZCTA5 01560",1245,"ZCTA5 01560",246
"G01561","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01561",,,,,,,"86000US01561",,"ZCTA5 01561",643,"ZCTA5 01561",1731
"G01562","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01562",,,,,,,"86000US01562",,"ZCTA5 01562",1073,"ZCTA5 01562",87
"G01564","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01564",,,,,,,"86000US01564",,"ZCTA5 01564",1833,"ZCTA5 01564",138
"G01566","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01566",,,,,,,"86000US01566",,"ZCTA5 01566",1386,"ZCTA5 01566",206
"G01568","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01568",,,,,,,"86000US01568",,"ZCTA5 01568",1995,"ZCTA5 01568",165
"G01569","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01569",,,,,,,"86000US01569",,"ZCTA5 01569",1632,"ZCTA5 01569",136
"G01570","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01570",,,,,,,"86000US01570",,"ZCTA5 01570",959,"ZCTA5 01570",31
"G01571","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01571",,,,,,,"86000US01571",,"ZCTA5 01571",1173,"ZCTA5 01571",114
"G01581","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01581",,,,,,,"86000US01581",,"ZCTA5 01581",1740,"ZCTA5 01581",111
"G01583","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01583",,,,,,,"86000US01583",,"ZCTA5 01583",1374,"ZCTA5 01583",125
"G01585","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01585",,,,,,,"86000US01585",,"ZCTA5 01585",1180,"ZCTA5 01585",113
"G01588","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01588",,,,,,,"86000US01588",,"ZCTA5 01588",1107,"ZCTA5 01588",89
"G01590","2009-2013","US",,,,,,,,,,,,,,,,,,,,,,,,,"01590",,,,,,,"86000US01590",,"ZCTA5 01590",1706,"ZCTA5 01590",240
