GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATEA,COUNTYA,COUSUBA,PLACEA,TRACTA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,NAME_E,ANDYE001,NAME_M,ANDYM001
"G36877","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36877",,,,,,,"86000US36877",,"ZCTA 36877",858,"ZCTA 36877",46
"G36879","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36879",,,,,,,"86000US36879",,"ZCTA 36879",1297,"ZCTA 36879",384
"G36901","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36901",,,,,,,"86000US36901",,"ZCTA 36901",483,"ZCTA 36901",113
"G36904","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36904",,,,,,,"86000US36904",,"ZCTA 36904",532,"ZCTA 36904",66
"G36907","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36907",,,,,,,"86000US36907",,"ZCTA 36907",430,"ZCTA 36907",46
"G36908","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36908",,,,,,,"86000US36908",,"ZCTA 36908",377,"ZCTA 36908",60
"G36910","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36910",,,,,,,"86000US36910",,"ZCTA 36910",,"ZCTA 36910",
"G36912","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36912",,,,,,,"86000US36912",,"ZCTA 36912",510,"ZCTA 36912",59
"G36913","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36913",,,,,,,"86000US36913",,"ZCTA 36913",,"ZCTA 36913",
"G36915","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36915",,,,,,,"86000US36915",,"ZCTA 36915",303,"ZCTA 36915",73
"G36916","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36916",,,,,,,"86000US36916",,"ZCTA 36916",332,"ZCTA 36916",44
"G36919","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36919",,,,,,,"86000US36919",,"ZCTA 36919",369,"ZCTA 36919",102
"G36921","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36921",,,,,,,"86000US36921",,"ZCTA 36921",329,"ZCTA 36921",24
"G36922","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36922",,,,,,,"86000US36922",,"ZCTA 36922",463,"ZCTA 36922",127
"G36925","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"36925",,,,,,,"86000US36925",,"ZCTA 36925",530,"ZCTA 36925",75
"G37010","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37010",,,,,,,"86000US37010",,"ZCTA 37010",1362,"ZCTA 37010",306
"G37012","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37012",,,,,,,"86000US37012",,"ZCTA 37012",652,"ZCTA 37012",117
"G37013","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37013",,,,,,,"86000US37013",,"ZCTA 37013",1200,"ZCTA 37013",26
"G37014","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37014",,,,,,,"86000US37014",,"ZCTA 37014",1526,"ZCTA 37014",607
"G37015","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37015",,,,,,,"86000US37015",,"ZCTA 37015",930,"ZCTA 37015",55
"G37016","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37016",,,,,,,"86000US37016",,"ZCTA 37016",780,"ZCTA 37016",353
"G37018","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37018",,,,,,,"86000US37018",,"ZCTA 37018",629,"ZCTA 37018",339
"G37019","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37019",,,,,,,"86000US37019",,"ZCTA 37019",639,"ZCTA 37019",228
"G37020","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37020",,,,,,,"86000US37020",,"ZCTA 37020",981,"ZCTA 37020",101
"G37022","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37022",,,,,,,"86000US37022",,"ZCTA 37022",880,"ZCTA 37022",63
"G37023","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37023",,,,,,,"86000US37023",,"ZCTA 37023",756,"ZCTA 37023",533
"G37025","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37025",,,,,,,"86000US37025",,"ZCTA 37025",766,"ZCTA 37025",140
"G37026","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37026",,,,,,,"86000US37026",,"ZCTA 37026",616,"ZCTA 37026",139
"G37027","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37027",,,,,,,"86000US37027",,"ZCTA 37027",1885,"ZCTA 37027",92
"G37028","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37028",,,,,,,"86000US37028",,"ZCTA 37028",,"ZCTA 37028",
"G37029","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37029",,,,,,,"86000US37029",,"ZCTA 37029",1037,"ZCTA 37029",158
"G37030","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37030",,,,,,,"86000US37030",,"ZCTA 37030",654,"ZCTA 37030",49
"G37031","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37031",,,,,,,"86000US37031",,"ZCTA 37031",1057,"ZCTA 37031",133
"G37032","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37032",,,,,,,"86000US37032",,"ZCTA 37032",1001,"ZCTA 37032",176
"G37033","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37033",,,,,,,"86000US37033",,"ZCTA 37033",644,"ZCTA 37033",55
"G37034","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37034",,,,,,,"86000US37034",,"ZCTA 37034",1040,"ZCTA 37034",75
"G37035","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37035",,,,,,,"86000US37035",,"ZCTA 37035",902,"ZCTA 37035",295
"G37036","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37036",,,,,,,"86000US37036",,"ZCTA 37036",617,"ZCTA 37036",142
"G37037","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37037",,,,,,,"86000US37037",,"ZCTA 37037",1218,"ZCTA 37037",127
"G37040","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37040",,,,,,,"86000US37040",,"ZCTA 37040",984,"ZCTA 37040",45
"G37042","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37042",,,,,,,"86000US37042",,"ZCTA 37042",1010,"ZCTA 37042",26
"G37043","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37043",,,,,,,"86000US37043",,"ZCTA 37043",1088,"ZCTA 37043",47
"G37046","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37046",,,,,,,"86000US37046",,"ZCTA 37046",1485,"ZCTA 37046",307
"G37047","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37047",,,,,,,"86000US37047",,"ZCTA 37047",764,"ZCTA 37047",81
"G37048","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37048",,,,,,,"86000US37048",,"ZCTA 37048",912,"ZCTA 37048",114
"G37049","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37049",,,,,,,"86000US37049",,"ZCTA 37049",1006,"ZCTA 37049",166
"G37050","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37050",,,,,,,"86000US37050",,"ZCTA 37050",571,"ZCTA 37050",201
"G37051","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37051",,,,,,,"86000US37051",,"ZCTA 37051",813,"ZCTA 37051",200
"G37052","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37052",,,,,,,"86000US37052",,"ZCTA 37052",571,"ZCTA 37052",525
"G37055","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37055",,,,,,,"86000US37055",,"ZCTA 37055",819,"ZCTA 37055",40
"G37057","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37057",,,,,,,"86000US37057",,"ZCTA 37057",622,"ZCTA 37057",158
"G37058","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37058",,,,,,,"86000US37058",,"ZCTA 37058",570,"ZCTA 37058",44
"G37059","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37059",,,,,,,"86000US37059",,"ZCTA 37059",453,"ZCTA 37059",229
"G37060","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37060",,,,,,,"86000US37060",,"ZCTA 37060",996,"ZCTA 37060",148
"G37061","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37061",,,,,,,"86000US37061",,"ZCTA 37061",657,"ZCTA 37061",43
"G37062","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37062",,,,,,,"86000US37062",,"ZCTA 37062",1226,"ZCTA 37062",175
"G37064","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37064",,,,,,,"86000US37064",,"ZCTA 37064",1624,"ZCTA 37064",63
"G37066","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37066",,,,,,,"86000US37066",,"ZCTA 37066",1052,"ZCTA 37066",40
"G37067","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37067",,,,,,,"86000US37067",,"ZCTA 37067",1647,"ZCTA 37067",52
"G37069","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37069",,,,,,,"86000US37069",,"ZCTA 37069",1716,"ZCTA 37069",140
"G37072","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37072",,,,,,,"86000US37072",,"ZCTA 37072",1114,"ZCTA 37072",34
"G37073","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37073",,,,,,,"86000US37073",,"ZCTA 37073",1076,"ZCTA 37073",68
"G37074","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37074",,,,,,,"86000US37074",,"ZCTA 37074",752,"ZCTA 37074",98
"G37075","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37075",,,,,,,"86000US37075",,"ZCTA 37075",1307,"ZCTA 37075",43
"G37076","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37076",,,,,,,"86000US37076",,"ZCTA 37076",1155,"ZCTA 37076",30
"G37078","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37078",,,,,,,"86000US37078",,"ZCTA 37078",469,"ZCTA 37078",312
"G37079","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37079",,,,,,,"86000US37079",,"ZCTA 37079",680,"ZCTA 37079",84
"G37080","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37080",,,,,,,"86000US37080",,"ZCTA 37080",919,"ZCTA 37080",149
"G37082","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37082",,,,,,,"86000US37082",,"ZCTA 37082",1228,"ZCTA 37082",118
"G37083","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37083",,,,,,,"86000US37083",,"ZCTA 37083",648,"ZCTA 37083",74
"G37085","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37085",,,,,,,"86000US37085",,"ZCTA 37085",1152,"ZCTA 37085",210
"G37086","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37086",,,,,,,"86000US37086",,"ZCTA 37086",1146,"ZCTA 37086",41
"G37087","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37087",,,,,,,"86000US37087",,"ZCTA 37087",1006,"ZCTA 37087",40
"G37090","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37090",,,,,,,"86000US37090",,"ZCTA 37090",1079,"ZCTA 37090",76
"G37091","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37091",,,,,,,"86000US37091",,"ZCTA 37091",715,"ZCTA 37091",39
"G37095","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37095",,,,,,,"86000US37095",,"ZCTA 37095",625,"ZCTA 37095",356
"G37096","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37096",,,,,,,"86000US37096",,"ZCTA 37096",445,"ZCTA 37096",107
"G37097","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37097",,,,,,,"86000US37097",,"ZCTA 37097",430,"ZCTA 37097",110
"G37098","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37098",,,,,,,"86000US37098",,"ZCTA 37098",785,"ZCTA 37098",163
"G37101","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37101",,,,,,,"86000US37101",,"ZCTA 37101",642,"ZCTA 37101",126
"G37110","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37110",,,,,,,"86000US37110",,"ZCTA 37110",582,"ZCTA 37110",31
"G37115","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37115",,,,,,,"86000US37115",,"ZCTA 37115",1000,"ZCTA 37115",30
"G37118","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37118",,,,,,,"86000US37118",,"ZCTA 37118",716,"ZCTA 37118",380
"G37122","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37122",,,,,,,"86000US37122",,"ZCTA 37122",1422,"ZCTA 37122",71
"G37127","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37127",,,,,,,"86000US37127",,"ZCTA 37127",1206,"ZCTA 37127",100
"G37128","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37128",,,,,,,"86000US37128",,"ZCTA 37128",1295,"ZCTA 37128",44
"G37129","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37129",,,,,,,"86000US37129",,"ZCTA 37129",1192,"ZCTA 37129",45
"G37130","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37130",,,,,,,"86000US37130",,"ZCTA 37130",995,"ZCTA 37130",32
"G37132","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37132",,,,,,,"86000US37132",,"ZCTA 37132",,"ZCTA 37132",
"G37134","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37134",,,,,,,"86000US37134",,"ZCTA 37134",704,"ZCTA 37134",46
"G37135","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37135",,,,,,,"86000US37135",,"ZCTA 37135",2023,"ZCTA 37135",119
"G37137","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37137",,,,,,,"86000US37137",,"ZCTA 37137",495,"ZCTA 37137",179
"G37138","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37138",,,,,,,"86000US37138",,"ZCTA 37138",1136,"ZCTA 37138",63
"G37140","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37140",,,,,,,"86000US37140",,"ZCTA 37140",,"ZCTA 37140",
"G37141","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37141",,,,,,,"86000US37141",,"ZCTA 37141",733,"ZCTA 37141",200
"G37142","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37142",,,,,,,"86000US37142",,"ZCTA 37142",595,"ZCTA 37142",219
"G37143","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37143",,,,,,,"86000US37143",,"ZCTA 37143",1225,"ZCTA 37143",91
"G37144","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37144",,,,,,,"86000US37144",,"ZCTA 37144",717,"ZCTA 37144",46
"G37145","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37145",,,,,,,"86000US37145",,"ZCTA 37145",573,"ZCTA 37145",199
"G37146","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37146",,,,,,,"86000US37146",,"ZCTA 37146",1128,"ZCTA 37146",78
"G37148","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37148",,,,,,,"86000US37148",,"ZCTA 37148",915,"ZCTA 37148",46
"G37149","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37149",,,,,,,"86000US37149",,"ZCTA 37149",928,"ZCTA 37149",232
"G37150","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37150",,,,,,,"86000US37150",,"ZCTA 37150",569,"ZCTA 37150",110
"G37151","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37151",,,,,,,"86000US37151",,"ZCTA 37151",1055,"ZCTA 37151",349
"G37153","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37153",,,,,,,"86000US37153",,"ZCTA 37153",989,"ZCTA 37153",168
"G37160","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37160",,,,,,,"86000US37160",,"ZCTA 37160",797,"ZCTA 37160",35
"G37165","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37165",,,,,,,"86000US37165",,"ZCTA 37165",472,"ZCTA 37165",64
"G37166","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37166",,,,,,,"86000US37166",,"ZCTA 37166",627,"ZCTA 37166",32
"G37167","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37167",,,,,,,"86000US37167",,"ZCTA 37167",1136,"ZCTA 37167",32
"G37171","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37171",,,,,,,"86000US37171",,"ZCTA 37171",,"ZCTA 37171",
"G37172","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37172",,,,,,,"86000US37172",,"ZCTA 37172",937,"ZCTA 37172",59
"G37174","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37174",,,,,,,"86000US37174",,"ZCTA 37174",1467,"ZCTA 37174",63
"G37175","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37175",,,,,,,"86000US37175",,"ZCTA 37175",600,"ZCTA 37175",184
"G37178","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37178",,,,,,,"86000US37178",,"ZCTA 37178",563,"ZCTA 37178",129
"G37179","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37179",,,,,,,"86000US37179",,"ZCTA 37179",1672,"ZCTA 37179",95
"G37180","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37180",,,,,,,"86000US37180",,"ZCTA 37180",860,"ZCTA 37180",97
"G37181","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37181",,,,,,,"86000US37181",,"ZCTA 37181",583,"ZCTA 37181",234
"G37183","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37183",,,,,,,"86000US37183",,"ZCTA 37183",827,"ZCTA 37183",161
"G37184","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37184",,,,,,,"86000US37184",,"ZCTA 37184",861,"ZCTA 37184",164
"G37185","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37185",,,,,,,"86000US37185",,"ZCTA 37185",647,"ZCTA 37185",95
"G37186","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37186",,,,,,,"86000US37186",,"ZCTA 37186",785,"ZCTA 37186",69
"G37187","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37187",,,,,,,"86000US37187",,"ZCTA 37187",897,"ZCTA 37187",81
"G37188","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37188",,,,,,,"86000US37188",,"ZCTA 37188",1222,"ZCTA 37188",61
"G37189","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37189",,,,,,,"86000US37189",,"ZCTA 37189",1206,"ZCTA 37189",199
"G37190","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37190",,,,,,,"86000US37190",,"ZCTA 37190",582,"ZCTA 37190",46
"G37191","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37191",,,,,,,"86000US37191",,"ZCTA 37191",1178,"ZCTA 37191",84
"G37201","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37201",,,,,,,"86000US37201",,"ZCTA 37201",1185,"ZCTA 37201",349
"G37203","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37203",,,,,,,"86000US37203",,"ZCTA 37203",1562,"ZCTA 37203",62
"G37204","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37204",,,,,,,"86000US37204",,"ZCTA 37204",1624,"ZCTA 37204",93
"G37205","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37205",,,,,,,"86000US37205",,"ZCTA 37205",1637,"ZCTA 37205",93
"G37206","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37206",,,,,,,"86000US37206",,"ZCTA 37206",1304,"ZCTA 37206",61
"G37207","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37207",,,,,,,"86000US37207",,"ZCTA 37207",986,"ZCTA 37207",34
"G37208","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37208",,,,,,,"86000US37208",,"ZCTA 37208",1130,"ZCTA 37208",58
"G37209","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37209",,,,,,,"86000US37209",,"ZCTA 37209",1287,"ZCTA 37209",55
"G37210","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37210",,,,,,,"86000US37210",,"ZCTA 37210",911,"ZCTA 37210",83
"G37211","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37211",,,,,,,"86000US37211",,"ZCTA 37211",1128,"ZCTA 37211",26
"G37212","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37212",,,,,,,"86000US37212",,"ZCTA 37212",1332,"ZCTA 37212",72
"G37213","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37213",,,,,,,"86000US37213",,"ZCTA 37213",,"ZCTA 37213",
"G37214","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37214",,,,,,,"86000US37214",,"ZCTA 37214",1163,"ZCTA 37214",37
"G37215","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37215",,,,,,,"86000US37215",,"ZCTA 37215",1692,"ZCTA 37215",110
"G37216","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37216",,,,,,,"86000US37216",,"ZCTA 37216",1228,"ZCTA 37216",65
"G37217","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37217",,,,,,,"86000US37217",,"ZCTA 37217",1044,"ZCTA 37217",34
"G37218","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37218",,,,,,,"86000US37218",,"ZCTA 37218",980,"ZCTA 37218",132
"G37219","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37219",,,,,,,"86000US37219",,"ZCTA 37219",1461,"ZCTA 37219",274
"G37220","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37220",,,,,,,"86000US37220",,"ZCTA 37220",1633,"ZCTA 37220",234
"G37221","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37221",,,,,,,"86000US37221",,"ZCTA 37221",1370,"ZCTA 37221",37
"G37228","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37228",,,,,,,"86000US37228",,"ZCTA 37228",1063,"ZCTA 37228",383
"G37240","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37240",,,,,,,"86000US37240",,"ZCTA 37240",,"ZCTA 37240",
"G37243","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37243",,,,,,,"86000US37243",,"ZCTA 37243",,"ZCTA 37243",
"G37246","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37246",,,,,,,"86000US37246",,"ZCTA 37246",,"ZCTA 37246",
"G37301","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37301",,,,,,,"86000US37301",,"ZCTA 37301",465,"ZCTA 37301",173
"G37302","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37302",,,,,,,"86000US37302",,"ZCTA 37302",924,"ZCTA 37302",108
"G37303","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37303",,,,,,,"86000US37303",,"ZCTA 37303",711,"ZCTA 37303",32
"G37305","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37305",,,,,,,"86000US37305",,"ZCTA 37305",416,"ZCTA 37305",13
"G37306","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37306",,,,,,,"86000US37306",,"ZCTA 37306",764,"ZCTA 37306",33
"G37307","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37307",,,,,,,"86000US37307",,"ZCTA 37307",725,"ZCTA 37307",122
"G37308","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37308",,,,,,,"86000US37308",,"ZCTA 37308",778,"ZCTA 37308",248
"G37309","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37309",,,,,,,"86000US37309",,"ZCTA 37309",820,"ZCTA 37309",162
"G37310","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37310",,,,,,,"86000US37310",,"ZCTA 37310",722,"ZCTA 37310",114
"G37311","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37311",,,,,,,"86000US37311",,"ZCTA 37311",733,"ZCTA 37311",28
"G37312","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37312",,,,,,,"86000US37312",,"ZCTA 37312",876,"ZCTA 37312",29
"G37313","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37313",,,,,,,"86000US37313",,"ZCTA 37313",510,"ZCTA 37313",244
"G37315","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37315",,,,,,,"86000US37315",,"ZCTA 37315",,"ZCTA 37315",
"G37317","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37317",,,,,,,"86000US37317",,"ZCTA 37317",499,"ZCTA 37317",70
"G37318","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37318",,,,,,,"86000US37318",,"ZCTA 37318",508,"ZCTA 37318",62
"G37321","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37321",,,,,,,"86000US37321",,"ZCTA 37321",632,"ZCTA 37321",71
"G37322","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37322",,,,,,,"86000US37322",,"ZCTA 37322",559,"ZCTA 37322",104
"G37323","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37323",,,,,,,"86000US37323",,"ZCTA 37323",850,"ZCTA 37323",37
"G37324","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37324",,,,,,,"86000US37324",,"ZCTA 37324",711,"ZCTA 37324",60
"G37325","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37325",,,,,,,"86000US37325",,"ZCTA 37325",595,"ZCTA 37325",215
"G37326","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37326",,,,,,,"86000US37326",,"ZCTA 37326",492,"ZCTA 37326",145
"G37327","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37327",,,,,,,"86000US37327",,"ZCTA 37327",707,"ZCTA 37327",41
"G37328","2016-2020","US",,,,,,,,,,,,,,,,,,,,,,,,,"37328",,,,,,,"86000US37328",,"ZCTA 37328",469,"ZCTA 37328",80
